loan_number,condition,depth
SU-L1034,"presentation of evidence that the second draft of the Capital Market Supervision Act has been presented to Caribbean Regional Technical Assistance Centre (CARTAC) for comments, and the discussions of the draft Act with the Stock Exchange are on",Low
SU-L1034,presentation of evidence to show progress in the drive to set up a credit bureau to facilitate financial institutions’ access to customers’ credit history;,Low
SU-L1034,presentation of evidence that the legislation to guide the process to set up a credit bureau has been drafted and endorsed by CBvS;,Medium
SU-L1034,"presentation of evidence that, as part of the execution plan, the models of secure transactions, in particular the proposal of the Organization of the American States (OAS), are under study by the Borrower to see the possibility to develop and ",Low
SU-L1034,presentation of evidence that the Borrower has engaged an external auditor to conduct a proper valuation of the assets and liabilities of the public banks.,Low
SU-L1037,That draft legislation for Tax Collection modernization is approved.,Low
SU-L1037,That the new structure for streamlining the Directorate of Taxes and Customs is approved.,Low
SU-L1037,That draft Income Tax and Wage Tax technical amendments to broaden the tax base are approved.,Low
SU-L1037,That draft legislation for VAT implementation is approved.,Low
SU-L1037,"That VAT consultations with public and private sectors are completed, including (trade and labor) unions, civil society and relevant government institutions.",Medium
SU-L1037,That a revised VAT Implementation plan is approved.,Low
SU-L1037,That draft Customs Act aligned to WCO practices and CARICOM agreements is approved.,Low
SU-L1037,That draft legislation to modernize Entertainment Taxes is approved.,Low
SU-L1037,That a proposal for the consolidation of four excise tax acts into one Excise Tax Act is approved.,Low
SU-L1037,That an implementation plan for the consolidation of tax payer services center  is approved.,Low
SU-L1037,That a proposal to introduce a self-assessment system for the Wealth Tax is approved.,Low
SU-L1037,That media and public relations campaign plan for VAT implementation is approved.,Low
SU-L1037,That organizational structure and staffing plan for VAT implementation is approved.,Low
SU-L1037,That a training program for VAT implementation is approved.,Low
SU-L1037,That Technical specifications for Request for Proposals (RFP) for a Tax IT solution are approved.,Low
SU-L1037,That an evaluation of proposal for extending the Excise Stamp Tax on Vodka is approved.,Low
SU-L1037,That an Action Plan for Customs modernization is approved.,Low
SU-L1037,That an implementation plan for ASYCUDA World IT system is approved.,Low
SU-L1037,That protocols within ASYCUDA World are established to share information with relevant government institutions.,Low
SU-L1037,That profiles for Customs Department staff and budget headline for increasing the number of customs officers are approved.,Low
SU-L1037,That a Customs Special Operations Team is created through the assignment of 10 officers to deter smuggling activities and tax avoidance.,Medium
TT-L1014,"(c) A Consolidated Cash Transfer Program (CCTP) has been designed and approved by the MPSD including: (i) definition of target population, (ii) estimation of the size of eligible population, (iii) value and structure of the benefits, and (iv) f",High
TT-L1014,"(d) A Plan for consolidation of Targeted Conditional Cash Transfer (TCCTP), Public Assistance, Old-Age Pension, Dietary, Clothing, Education, School Supplies and Disability Grants, has been developed in consultation with relevant stakeholders a",High
TT-L1014,(e) A Steering Committee to oversee the implementation of the CCTP has been created and approved by Cabinet. The Steering Committee will include as a minimum the following officials: (i) Permanent Secretary from the MPSD; (ii) Head of the conso,Medium
TT-L1014,(f) Management Information System modules for data entry of applications and for calculation of Proxy Means Test score completed and piloted;,Medium
TT-L1014,"g) Plan for the use of the new Proxy Means Test (PMT) for CCTP under the MPSD including but not be limited to: (i) Strategy to assess the eligibility of current and new beneficiaries for consolidated CCTP, (ii) Exit strategy for current and new",High
TT-L1014,(h) Module to monitor targeting of CCTP included in Continuous Sample Survey of Population to be fielded in 1st quarter of 2012;,Low
TT-L1014,"(i) Monitoring and Evaluation Plan for the CCTP including as a minimum: (i) Mechanisms to carry out process and impacts evaluations, and (ii) Mechanisms for beneficiary assessments approved by Cabinet; ",Medium
TT-L1014,(j) Budget for the design and baseline for the impact and process evaluations of the CCTP have been assigned;,Medium
TT-L1014,(k) Staff with the appropriate combination of training and experience are in place to implement the M&E plan.,Low
Truncated,Operations manual for the CCTP approved by the Bank and by Permanent Secretary of MPSD,Medium
Truncated,Evidence that compliance with social contract (beneficiary co-responsibilities) is being enforced.,Medium
Truncated,"Transition of personnel, infrastructure, and systems to CCTP complete.",Low
Truncated,Full MIS for consolidated cash grant launched.,Medium
Truncated,Evidence that PMT is being used to select beneficiaries for the consolidated cash transfer program. At least 60% of the total roster of beneficiaries should have been selected or recertified based on the PMT.,Medium
Truncated,Module to monitor targeting of consolidated cash transfer included in Continuous Sample Survey of Population for 3rd quarter of 2012 and 1st quarter of 2013,Low
Truncated,Process evaluation of adequacy of TCCTP demand-based model to incorporate beneficiaries for a CCTP.12 Revised enrolment process based on recommendations from evaluation.,Medium
Truncated,"Design and sample selection for impact evaluation submitted to, and approved by Bank.",Low
Truncated,"Design of the process evaluation submitted to, and approved by Bank.",Low
Truncated,Evidence that the monitoring system as specified in M&E Framework is being implemented.,Low
Truncated,Evidence (based on signed contracts for impact and process evaluations) that implementation of evaluations specified in the M&E Plan has commenced.,Low
Truncated,Value of benefit from consolidated cash transfer maintained in real terms at level agreed in policy trigger for 1st programmatic loan.,Medium
Truncated,Evidence that compliance with social contract (beneficiary co-responsibilities) continues to be enforced.,Medium
Truncated,Evidence of compliance with recertification process according to Operations Manual.,Medium
Truncated,Submission of management audit8 (of quality acceptable to Bank) for consolidated cash transfer.,Low
Truncated,Report of an external evaluation of MIS and payment mechanism and recommendations adopted in revised version of the Operations Manual approved by Bank.,Low
Truncated,Evidence that PMT is being used to select beneficiaries for the consolidated cash transfer program. At least 75% of the total roster of beneficiaries should have been selected or recertified based on the PMT.,Medium
Truncated,Targeting evaluation of the consolidated cash transfer program has been conducted and the PMT and MIS for consolidated cash transfer program have been updated based on recommendation of this evaluation. The updates are included in a revised Ope,Medium
Truncated,Evidence that PMT and MIS for consolidated cash transfer program have been updated based on recommendations from targeting evaluation.,Low
Truncated,Cabinet approved Plan to expand use of PMT to other targeted safety net programs.,High
Truncated,Revised Operations Manual based on findings of process evaluation approved by Permanent Secretary of MPSD.,Medium
Truncated,First round of the impact evaluation of CCTP carried out and revised Operations Manual based on preliminary findings of first round of evaluation approved by the Permanent Secretary of MPSD and by Bank.,Medium
UR-L1021,"que haya presentado al Parlamento un Proyecto de Ley de Reforma Tributaria con las siguientes características: reducción del numero de tributos, reducción de la proporción de tributos indirectos en la recaudación, y reducción de la dispersión e",Medium
UR-L1021,"que se haya elaborado para discusión en el ámbito del Poder Ejecutivo, una propuesta de actualización de la normativa para consolidar la modernización de la Dirección General Impositiva (DGI), incluyendo mecanismos para garantizar la estabilida",Low
UR-L1021,"que la DGI haya desarrollado e implantado subsistemas y funciones prioritarias establecidas en el sistema de Fortalecimiento Institucional para la Gestión y Administración de los Recursos  Impositivos (FIGARI), que incluyan: (A) adjudicación de",Medium
UR-L1021,"que la Oficina de Planeamiento y Presupuesto (OPP) haya presentado: (A) los estados demostrativos de resultados de los organismos que integran la Administración Central que formen parte de la Rendición de Cuentas del año 2005, sobre la base de ",Medium
UR-L1021,que la OPP haya elaborado un diagnóstico que incluya un capítulo de recomendaciones respecto de los actuales procesos de compras y contrataciones estatales.,Low
